:::MLLOG {"key": "loadgen_version", "value": "2.1 @ 5dd9ed739c", "time_ms": 0.011828, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/version.cc", "line_no": 54, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "qsl_reported_total_count", "value": 50000, "time_ms": 0.029140, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/loadgen.cc", "line_no": 1718, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "qsl_reported_performance_count", "value": 50000, "time_ms": 0.029140, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/loadgen.cc", "line_no": 1720, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_scenario", "value": "Offline", "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 265, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_test_mode", "value": "PerformanceOnly", "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 266, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_offline_expected_qps", "value": 130000, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 304, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_min_duration_ms", "value": 600000, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 309, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_max_duration_ms", "value": 0, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 310, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_min_query_count", "value": 24576, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 311, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_max_query_count", "value": 0, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 312, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_qsl_rng_seed", "value": 10003631887983097364, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 313, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_sample_index_rng_seed", "value": 17183018601990103738, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 315, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_schedule_rng_seed", "value": 12134888396634371638, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 316, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_accuracy_log_rng_seed", "value": 0, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 318, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_accuracy_log_probability", "value": 0, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 320, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_accuracy_log_sampling_target", "value": 0, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 322, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_print_timestamps", "value": false, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 323, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_performance_issue_unique", "value": false, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 325, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_performance_issue_same", "value": false, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 327, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_performance_issue_same_index", "value": 0, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 329, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "requested_performance_sample_count_override", "value": 32768, "time_ms": 0.041198, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 331, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_scenario", "value": "Offline", "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 398, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_test_mode", "value": "PerformanceOnly", "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 399, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_samples_per_query", "value": 85800000, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 401, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_target_qps", "value": 130000, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 402, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_target_latency_ns", "value": 0, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 403, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_target_latency_percentile", "value": 0.99, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 405, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_max_async_queries", "value": 1, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 406, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_target_duration_ms", "value": 0, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 408, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_min_duration_ms", "value": 600000, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 409, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_max_duration_ms", "value": 0, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 410, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_min_query_count", "value": 1, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 411, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_max_query_count", "value": 0, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 412, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_min_sample_count", "value": 85800000, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 413, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_qsl_rng_seed", "value": 10003631887983097364, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 414, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_sample_index_rng_seed", "value": 17183018601990103738, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 416, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_schedule_rng_seed", "value": 12134888396634371638, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 417, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_accuracy_log_rng_seed", "value": 0, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 419, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_accuracy_log_probability", "value": 0, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 421, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_accuracy_log_sampling_target", "value": 0, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 423, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_print_timestamps", "value": false, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 424, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_performance_issue_unique", "value": false, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 426, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_performance_issue_same", "value": false, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 428, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_performance_issue_same_index", "value": 0, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 430, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "effective_performance_sample_count", "value": 32768, "time_ms": 0.041850, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/test_settings_internal.cc", "line_no": 432, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "generic_message", "value": "Starting performance mode", "time_ms": 0.047628, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/loadgen.cc", "line_no": 1361, "pid": 29289, "tid": 29289}}
