:::MLLOG {"key": "loadgen_version", "value": "2.1 @ 5dd9ed739c", "time_ms": 0.011828, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/version.cc", "line_no": 54, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "loadgen_build_date_local", "value": "2023-03-02T17:11:30.010956", "time_ms": 0.011828, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/version.cc", "line_no": 55, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "loadgen_build_date_utc", "value": "2023-03-02T09:11:30.010965", "time_ms": 0.011828, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/version.cc", "line_no": 56, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "loadgen_git_commit_date", "value": "2022-07-12T16:19:13-07:00", "time_ms": 0.011828, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/version.cc", "line_no": 57, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "loadgen_git_log_message", "value": "5dd9ed739cc8dfeae2c5d30ec06f4cb524a4dd74 Update random seeds (#1179)\n94f921f7c97c2a4611b97667401845d2ffce1145 LoadGen: Update to version number\ne6ba9702fe0b8cdb6b20f9f18012f67953853475 Add new BERT calibration dataset (#1172)\n8823573324b253e784edf29330c248c9373472e4 Rename resnext50 to retinanet\n27adf9a5932fd549f97dc1713bfc4ab615a468c3 Update name and model scores\nb734af9019f69edd1fafeddfe674c5d3f8644d45 Change python to python3\n684f323b507126e2b47566e0b2a2090b2102bb83 Update README (#1167)\n042f210a50f3f7bda97f6a2746d3c38497ef480b Add repository checks (#1165)\n6fb638f892badaebe5d0921039a8256d3a864e15 Support v2.1 in submission checker (#1161)\n799a410e49d9390c34e63fab9bbe4a5ef03c3c48 Fix postprocessing in reference implementation (#1164)\nb284212941bcce7a558813c31ba2d356bac71885 Replace 'depreciated' with 'removed' (#1162)\n26951d7accdbd651e3b6998101f905a6323e3975 New object detector resnext50 sample implementation (#1157)\n77b22dfd554cdfb8f5069721c4333984f401ee28 Fix merge conflict in 3d-unet reference (#1159)\n8bc5d28395259278a857d4b5c5a980e6025cae68 Fix 3DUnet Makefile to enforce the order of execution (#1160)\n1483c8f9068807524fed6c867050bd7cfd676c87 [loadgen]: Allow one to pass in custom CXX_FLAGS by passing the MLPERF_LOADGEN_CXX_FLAGS cmake variable. This allows upstream projects to specify extra CXX_FLAGs. (#1140)\n98776fd0ba1a6624a9b6a1b06e2795e37d3d4cdc Submission checker bug (#1153)", "time_ms": 0.011828, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/version.cc", "line_no": 59, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "loadgen_git_status_message", "value": "", "time_ms": 0.011828, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/version.cc", "line_no": 61, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "loadgen_file_sha1", "value": {"/.clang-format":"012aad77e5206c89d50718c46c119d1f3cb056b2","/CMakeLists.txt":"248c0265b3af22445c22506f4c82c5394320ca49","/README.md":"4bde95ef43a26e04d3e93160115b55046de87b7f","/README_BUILD.md":"7c578c34d97c55ebecb5dd88e5d56a7ac299d197","/README_FAQ.md":"01f9ae9887f50bc030dc6107e740f40c43ca388f","/bindings/c_api.cc":"c6c48abb4e36bda6307cdb1795065187dd2b9834","/bindings/c_api.h":"a5f775ab85cf3ce5ad8f9008904a049b35bda0ad","/bindings/python_api.cc":"7819b6494d9b60707cd1684db3f09d7f6ef9936c","/demos/py_demo_multi_stream.py":"6ccf7dcbe08f8382ed2d3618370c2b21e205ca13","/demos/py_demo_offline.py":"6c3075538e0a3df5e93edee917f4537099759e11","/demos/py_demo_server.py":"40e37ea121ac08b21ed6af41aca8eb5eda641b89","/demos/py_demo_single_stream.py":"4ee5f048fb0dffc415342a2bc2049fb155bd2894","/diagram_network_submission.png":"53dba8ad4272190ceb6335c12fd25e53dc02a8cb","/diagram_submission.png":"84c2f79309b237cef652aef6a187ba8e875a3952","/early_stopping.cc":"0cd7b546a389deac73f7955cd39255ed76557d62","/early_stopping.h":"158fcae6a5f47e82150d6416fa1f7bcef37e77fe","/issue_query_controller.cc":"126e952d00f4ea9efd12405fb209aa3ed585e4b2","/issue_query_controller.h":"fc16010d8853188cf8750a1c118537528d6694eb","/loadgen.cc":"857917d9337901a628ffabfc981feae8affa0361","/loadgen.h":"70f0a51c85caf70031b9484a726bacd854e96ef6","/loadgen_integration_diagram.svg":"47f748307536f80cfc606947b440dd732afc2637","/logging.cc":"a99c578d1feb05e1ad4b36d5b99c4fb0fdf69370","/logging.h":"384e30e0ef566a1d03d925726d5a1dda08ea8b22","/query_sample.h":"a879f127c4bb64d131056942734ea1a6ba9c3033","/query_sample_library.h":"67470d77a205e75f03168c8c9b0b60b29e62c033","/setup.py":"0f580d09ffe0b5d62cc255e6d1322ea804e51eb6","/system_under_test.h":"50fa27f513f1ea05b2cb80e481cc7164fde85b34","/test_settings.h":"4471062493180c5fc0aec5635deb35246343cd46","/test_settings_internal.cc":"09def4f4920b1f0df4169f97fc2a4491678fdd3f","/test_settings_internal.h":"cf781ce070e20f26a554a38ec8bc4a3306df74d7","/utils.cc":"3df8fdabf6eaea4697cf25d1dcb89cae88e36efd","/utils.h":"40775e32d619ea6356826ae5ea4174c7911f6894","/version.cc":"cbec2a5f98f9786c8c3d8b06b3d12df0b6550fa0","/version.h":"9d574baa64424e9c708fcfedd3dbb0b518a65fcc","/version_generator.py":"a2e57e8eabba2b6c906e72d2bb3ca63917fc45cb"}, "time_ms": 0.011828, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/version.cc", "line_no": 68, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "test_datetime", "value": "2023-03-02T22:34:46Z", "time_ms": 0.029140, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/loadgen.cc", "line_no": 1714, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "sut_name", "value": "RN50", "time_ms": 0.029140, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/loadgen.cc", "line_no": 1715, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "get_sut_name_duration_ns", "value": 441, "time_ms": 0.029140, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/loadgen.cc", "line_no": 1716, "pid": 29289, "tid": 29289}}
:::MLLOG {"key": "qsl_name", "value": "suPerf_SampleLibrary", "time_ms": 0.029140, "namespace": "mlperf::logging", "event_type": "POINT_IN_TIME", "metadata": {"is_error": false, "is_warning": false, "file": "/home/moffett/mlcommons_submission/packages/mlperf_cpp/build/inference/loadgen/loadgen.cc", "line_no": 1717, "pid": 29289, "tid": 29289}}
